Marital,Mode,Order,Course,Attendance,Qualification,Nationality,Mother-Q,Father-Q,Mother-O,Father-O,Displaced,Need,Debtor,Fee,Gender,Scholarship,Age,1st,2nd,Unemployment,Inflation,GDP,Target,,,,,,
1.00 ,6.00 ,1.00 ,12.00 ,1.00 ,1.00 ,12.00 ,22.00 ,2.00 ,11.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,25.00 ,6.00 ,5.00 ,11.80 ,3.33 ,-2.36 ,1.00 ,,,,,,
1.00 ,7.00 ,2.00 ,16.00 ,1.00 ,1.00 ,16.00 ,2.00 ,2.00 ,9.00 ,5.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,0.00 ,0.00 ,11.66 ,0.21 ,1.61 ,0.00 ,,,,,,
1.00 ,6.00 ,3.00 ,15.00 ,1.00 ,1.00 ,14.00 ,14.00 ,2.00 ,9.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,6.00 ,5.00 ,10.86 ,0.80 ,2.72 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,15.00 ,1.00 ,1.00 ,6.00 ,24.00 ,2.00 ,10.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,21.00 ,6.00 ,5.00 ,9.75 ,0.18 ,1.80 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,17.00 ,1.00 ,1.00 ,12.00 ,24.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,34.00 ,6.00 ,5.00 ,9.77 ,0.22 ,2.10 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,22.00 ,14.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,1.00 ,5.00 ,9.89 ,-0.19 ,0.93 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,15.00 ,2.00 ,3.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,6.00 ,1.00 ,11.80 ,1.05 ,1.89 ,1.00 ,,,,,,
1.00 ,11.00 ,1.00 ,7.00 ,1.00 ,13.00 ,15.00 ,1.00 ,4.00 ,10.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,31.00 ,7.00 ,5.00 ,16.20 ,1.72 ,-4.06 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,8.00 ,1.00 ,1.00 ,12.00 ,18.00 ,26.00 ,10.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,30.00 ,2.00 ,0.00 ,12.17 ,2.42 ,-4.06 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,9.00 ,1.00 ,1.00 ,8.00 ,22.00 ,3.00 ,5.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,3.00 ,4.00 ,10.66 ,1.85 ,-3.78 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,14.00 ,1.00 ,1.00 ,6.00 ,2.00 ,2.00 ,6.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,1.00 ,0.00 ,8.59 ,3.25 ,2.63 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,2.00 ,1.00 ,13.00 ,12.00 ,2.00 ,3.00 ,9.00 ,5.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,23.00 ,7.00 ,7.00 ,12.70 ,3.08 ,1.41 ,1.00 ,,,,,,
1.00 ,16.00 ,2.00 ,4.00 ,1.00 ,1.00 ,14.00 ,1.00 ,3.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,26.00 ,18.00 ,12.00 ,13.84 ,3.26 ,-1.29 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,4.00 ,1.00 ,1.00 ,16.00 ,9.00 ,2.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,23.00 ,0.00 ,0.00 ,12.30 ,0.55 ,-3.68 ,0.00 ,,,,,,
1.00 ,15.00 ,1.00 ,6.00 ,1.00 ,1.00 ,16.00 ,2.00 ,2.00 ,9.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,25.00 ,1.00 ,0.00 ,13.72 ,-0.80 ,-3.16 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,10.00 ,1.00 ,1.00 ,13.00 ,21.00 ,15.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,6.00 ,5.00 ,14.21 ,-0.32 ,0.80 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,14.00 ,1.00 ,1.00 ,11.00 ,26.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,23.00 ,7.00 ,6.00 ,8.21 ,0.51 ,0.15 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,9.00 ,1.00 ,1.00 ,8.00 ,3.00 ,11.00 ,4.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,24.00 ,7.00 ,6.00 ,11.74 ,1.56 ,2.76 ,1.00 ,,,,,,
1.00 ,2.00 ,2.00 ,5.00 ,1.00 ,1.00 ,16.00 ,21.00 ,27.00 ,9.00 ,6.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,32.00 ,0.00 ,0.00 ,11.32 ,-0.17 ,-4.06 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,15.00 ,1.00 ,1.00 ,10.00 ,1.00 ,2.00 ,4.00 ,6.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,20.00 ,6.00 ,4.00 ,10.75 ,0.41 ,3.20 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,9.00 ,1.00 ,1.00 ,14.00 ,1.00 ,1.00 ,10.00 ,7.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,1.00 ,0.00 ,8.86 ,2.73 ,-2.89 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,13.00 ,1.00 ,1.00 ,12.00 ,6.00 ,2.00 ,11.00 ,8.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,30.00 ,3.00 ,0.00 ,8.17 ,3.61 ,-2.35 ,0.00 ,,,,,,
1.00 ,2.00 ,3.00 ,17.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,4.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,5.00 ,11.87 ,3.01 ,-0.68 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,17.00 ,1.00 ,1.00 ,4.00 ,21.00 ,27.00 ,10.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,24.00 ,7.00 ,6.00 ,9.81 ,0.10 ,-2.68 ,1.00 ,,,,,,
1.00 ,5.00 ,3.00 ,17.00 ,1.00 ,1.00 ,12.00 ,10.00 ,1.00 ,10.00 ,11.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,21.00 ,7.00 ,6.00 ,10.25 ,0.85 ,2.94 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,13.00 ,1.00 ,1.00 ,10.00 ,1.00 ,1.00 ,10.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,20.00 ,6.00 ,4.00 ,9.75 ,1.70 ,-1.17 ,1.00 ,,,,,,
1.00 ,8.00 ,2.00 ,5.00 ,1.00 ,1.00 ,20.00 ,2.00 ,2.00 ,8.00 ,2.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,10.00 ,1.00 ,16.20 ,0.22 ,-2.43 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,14.00 ,1.00 ,1.00 ,9.00 ,12.00 ,14.00 ,10.00 ,7.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,21.00 ,6.00 ,6.00 ,11.53 ,-0.27 ,1.55 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,15.00 ,1.00 ,1.00 ,8.00 ,1.00 ,1.00 ,6.00 ,7.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,6.00 ,10.02 ,1.40 ,3.29 ,1.00 ,,,,,,
1.00 ,8.00 ,1.00 ,16.00 ,1.00 ,1.00 ,16.00 ,4.00 ,2.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,2.00 ,16.20 ,3.70 ,3.51 ,1.00 ,,,,,,
1.00 ,4.00 ,2.00 ,10.00 ,1.00 ,1.00 ,14.00 ,14.00 ,13.00 ,10.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,20.00 ,5.00 ,4.00 ,10.79 ,0.47 ,2.42 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,6.00 ,1.00 ,1.00 ,14.00 ,2.00 ,3.00 ,3.00 ,2.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,18.00 ,18.00 ,6.00 ,13.38 ,1.03 ,3.30 ,1.00 ,,,,,,
3.00 ,15.00 ,1.00 ,15.00 ,1.00 ,1.00 ,17.00 ,22.00 ,26.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,45.00 ,6.00 ,5.00 ,10.45 ,-0.52 ,-2.81 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,14.00 ,0.00 ,1.00 ,16.00 ,19.00 ,28.00 ,9.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,26.00 ,2.00 ,2.00 ,16.20 ,0.63 ,-4.06 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,13.00 ,1.00 ,1.00 ,14.00 ,21.00 ,28.00 ,9.00 ,10.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,19.00 ,0.00 ,0.00 ,13.37 ,0.08 ,-1.11 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,10.00 ,1.00 ,13.00 ,4.00 ,3.00 ,2.00 ,3.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,38.00 ,7.00 ,8.00 ,12.54 ,2.48 ,-2.90 ,1.00 ,,,,,,
1.00 ,2.00 ,1.00 ,16.00 ,1.00 ,1.00 ,15.00 ,22.00 ,28.00 ,9.00 ,11.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,31.00 ,0.00 ,1.00 ,9.24 ,2.38 ,0.25 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,8.00 ,1.00 ,1.00 ,15.00 ,11.00 ,2.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,6.00 ,6.00 ,14.13 ,2.12 ,-3.62 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,8.00 ,1.00 ,1.00 ,10.00 ,2.00 ,27.00 ,6.00 ,6.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,20.00 ,2.00 ,5.00 ,9.05 ,0.56 ,2.10 ,1.00 ,,,,,,
1.00 ,1.00 ,2.00 ,17.00 ,1.00 ,1.00 ,5.00 ,20.00 ,25.00 ,10.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,7.00 ,5.00 ,10.58 ,2.31 ,-3.04 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,4.00 ,1.00 ,1.00 ,15.00 ,10.00 ,27.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,31.00 ,0.00 ,0.00 ,11.23 ,-0.58 ,-3.56 ,0.00 ,,,,,,
1.00 ,11.00 ,1.00 ,6.00 ,1.00 ,14.00 ,16.00 ,3.00 ,3.00 ,4.00 ,8.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,15.65 ,1.77 ,1.58 ,1.00 ,,,,,,
1.00 ,16.00 ,1.00 ,13.00 ,1.00 ,14.00 ,15.00 ,2.00 ,3.00 ,9.00 ,6.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.00 ,8.00 ,8.00 ,12.67 ,2.64 ,-3.36 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,14.00 ,1.00 ,1.00 ,17.00 ,20.00 ,25.00 ,10.00 ,8.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,5.00 ,11.07 ,0.97 ,1.69 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,9.00 ,1.00 ,1.00 ,14.00 ,23.00 ,26.00 ,10.00 ,9.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,34.00 ,2.00 ,1.00 ,8.75 ,2.11 ,-2.55 ,0.00 ,,,,,,
1.00 ,15.00 ,1.00 ,17.00 ,1.00 ,1.00 ,14.00 ,24.00 ,3.00 ,10.00 ,6.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,59.00 ,6.00 ,4.00 ,9.80 ,-0.08 ,-1.01 ,1.00 ,,,,,,
2.00 ,13.00 ,1.00 ,11.00 ,1.00 ,1.00 ,16.00 ,22.00 ,28.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,27.00 ,3.00 ,2.00 ,13.96 ,2.14 ,0.16 ,1.00 ,,,,,,
1.00 ,5.00 ,1.00 ,10.00 ,1.00 ,1.00 ,10.00 ,1.00 ,2.00 ,4.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,19.00 ,6.00 ,6.00 ,13.75 ,3.04 ,1.29 ,1.00 ,,,,,,
2.00 ,12.00 ,1.00 ,11.00 ,1.00 ,1.00 ,15.00 ,3.00 ,14.00 ,10.00 ,8.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,30.00 ,6.00 ,6.00 ,14.41 ,2.39 ,-2.58 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,5.00 ,1.00 ,1.00 ,10.00 ,2.00 ,2.00 ,3.00 ,4.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,21.00 ,6.00 ,6.00 ,13.32 ,-0.28 ,0.40 ,1.00 ,,,,,,
1.00 ,3.00 ,3.00 ,13.00 ,1.00 ,1.00 ,13.00 ,2.00 ,3.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,7.00 ,6.00 ,13.35 ,3.26 ,-3.01 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,14.00 ,1.00 ,1.00 ,14.00 ,24.00 ,1.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,6.00 ,6.00 ,8.78 ,0.60 ,3.39 ,1.00 ,,,,,,
1.00 ,11.00 ,2.00 ,16.00 ,1.00 ,1.00 ,18.00 ,22.00 ,27.00 ,9.00 ,11.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,19.00 ,1.00 ,1.00 ,15.77 ,-0.60 ,0.45 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,7.00 ,1.00 ,1.00 ,13.00 ,13.00 ,12.00 ,5.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,18.00 ,5.00 ,6.00 ,9.06 ,0.81 ,3.51 ,1.00 ,,,,,,
1.00 ,7.00 ,1.00 ,4.00 ,1.00 ,1.00 ,16.00 ,13.00 ,2.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,18.00 ,5.00 ,0.00 ,9.60 ,-0.80 ,0.58 ,0.00 ,,,,,,
1.00 ,5.00 ,1.00 ,8.00 ,1.00 ,1.00 ,15.00 ,24.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,26.00 ,0.00 ,5.00 ,14.23 ,0.01 ,0.09 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,14.00 ,1.00 ,1.00 ,12.00 ,24.00 ,28.00 ,5.00 ,5.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,21.00 ,5.00 ,4.00 ,10.90 ,0.57 ,2.04 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,9.00 ,1.00 ,1.00 ,13.00 ,20.00 ,9.00 ,9.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,23.00 ,7.00 ,4.00 ,15.05 ,-0.03 ,-0.17 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,5.00 ,1.00 ,1.00 ,9.00 ,2.00 ,2.00 ,3.00 ,9.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,14.00 ,6.00 ,11.61 ,-0.59 ,-1.16 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,10.00 ,1.00 ,1.00 ,13.00 ,3.00 ,2.00 ,4.00 ,4.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,6.00 ,6.00 ,13.04 ,0.67 ,1.97 ,0.00 ,,,,,,
1.00 ,6.00 ,1.00 ,15.00 ,1.00 ,1.00 ,12.00 ,21.00 ,27.00 ,4.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,23.00 ,1.00 ,0.00 ,10.41 ,2.13 ,-3.62 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,15.00 ,1.00 ,1.00 ,13.00 ,15.00 ,1.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,22.00 ,5.00 ,5.00 ,13.26 ,0.65 ,2.47 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,17.00 ,0.00 ,1.00 ,14.00 ,21.00 ,28.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,29.00 ,6.00 ,11.00 ,12.02 ,-0.80 ,-4.06 ,1.00 ,,,,,,
1.00 ,4.00 ,1.00 ,15.00 ,1.00 ,1.00 ,5.00 ,2.00 ,2.00 ,4.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,4.00 ,0.00 ,10.40 ,3.22 ,1.28 ,0.00 ,,,,,,
1.00 ,15.00 ,1.00 ,11.00 ,1.00 ,1.00 ,14.00 ,4.00 ,2.00 ,9.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,19.00 ,6.00 ,9.00 ,16.20 ,-0.51 ,-2.59 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,14.00 ,0.00 ,1.00 ,15.00 ,19.00 ,1.00 ,10.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,4.00 ,2.00 ,14.38 ,1.76 ,-1.98 ,0.00 ,,,,,,
3.00 ,12.00 ,1.00 ,15.00 ,1.00 ,1.00 ,18.00 ,21.00 ,27.00 ,10.00 ,11.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,23.00 ,6.00 ,6.00 ,16.20 ,0.02 ,-2.16 ,0.00 ,,,,,,
1.00 ,10.00 ,1.00 ,3.00 ,1.00 ,1.00 ,15.00 ,1.00 ,15.00 ,10.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,12.56 ,1.56 ,1.73 ,1.00 ,,,,,,
1.00 ,13.00 ,1.00 ,9.00 ,1.00 ,1.00 ,13.00 ,23.00 ,28.00 ,9.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,0.00 ,0.00 ,16.20 ,-0.27 ,-1.34 ,0.00 ,,,,,,
1.00 ,14.00 ,1.00 ,8.00 ,1.00 ,1.00 ,15.00 ,3.00 ,3.00 ,9.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,7.00 ,5.00 ,13.90 ,1.90 ,-2.23 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,13.00 ,23.00 ,28.00 ,9.00 ,9.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,21.00 ,1.00 ,0.00 ,10.11 ,0.47 ,0.24 ,0.00 ,,,,,,
2.00 ,5.00 ,1.00 ,11.00 ,1.00 ,1.00 ,12.00 ,13.00 ,2.00 ,9.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,21.00 ,5.00 ,5.00 ,9.53 ,1.27 ,2.80 ,1.00 ,,,,,,
1.00 ,15.00 ,3.00 ,9.00 ,1.00 ,1.00 ,2.00 ,2.00 ,26.00 ,5.00 ,5.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,20.00 ,2.00 ,0.00 ,11.11 ,2.41 ,-2.14 ,0.00 ,,,,,,
1.00 ,12.00 ,1.00 ,7.00 ,1.00 ,1.00 ,19.00 ,3.00 ,2.00 ,9.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,34.00 ,7.00 ,10.00 ,16.20 ,1.85 ,-3.89 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,10.00 ,0.00 ,1.00 ,13.00 ,23.00 ,27.00 ,9.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,36.00 ,1.00 ,2.00 ,10.56 ,0.09 ,-3.07 ,0.00 ,,,,,,
1.00 ,2.00 ,3.00 ,17.00 ,1.00 ,1.00 ,12.00 ,1.00 ,1.00 ,7.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,1.00 ,7.82 ,3.70 ,1.13 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,15.00 ,1.00 ,1.00 ,8.00 ,2.00 ,3.00 ,4.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,16.00 ,6.00 ,15.14 ,0.86 ,-0.57 ,1.00 ,,,,,,
1.00 ,12.00 ,1.00 ,6.00 ,1.00 ,1.00 ,15.00 ,1.00 ,3.00 ,10.00 ,6.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,24.00 ,4.00 ,5.00 ,13.97 ,0.26 ,-1.67 ,1.00 ,,,,,,
1.00 ,1.00 ,1.00 ,9.00 ,1.00 ,1.00 ,17.00 ,3.00 ,2.00 ,4.00 ,8.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,20.00 ,5.00 ,6.00 ,11.50 ,1.79 ,3.51 ,1.00 ,,,,,,
1.00 ,15.00 ,1.00 ,9.00 ,1.00 ,14.00 ,2.00 ,2.00 ,6.00 ,2.00 ,8.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,1.00 ,0.00 ,11.18 ,2.78 ,-4.06 ,0.00 ,,,,,,
1.00 ,9.00 ,1.00 ,6.00 ,1.00 ,11.00 ,14.00 ,2.00 ,1.00 ,2.00 ,6.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,23.00 ,2.00 ,0.00 ,11.42 ,1.42 ,-3.48 ,1.00 ,,,,,,
1.00 ,6.00 ,1.00 ,2.00 ,1.00 ,1.00 ,12.00 ,21.00 ,28.00 ,9.00 ,9.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,20.00 ,5.00 ,1.00 ,11.41 ,0.39 ,1.00 ,1.00 ,,,,,,
1.00 ,16.00 ,1.00 ,5.00 ,1.00 ,1.00 ,13.00 ,1.00 ,4.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,23.00 ,0.00 ,0.00 ,14.47 ,1.99 ,-3.72 ,0.00 ,,,,,,
1.00 ,1.00 ,1.00 ,16.00 ,1.00 ,1.00 ,14.00 ,2.00 ,1.00 ,4.00 ,9.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,20.00 ,6.00 ,6.00 ,11.51 ,2.43 ,3.51 ,1.00 ,,,,,,
1.00 ,1.00 ,3.00 ,11.00 ,1.00 ,1.00 ,17.00 ,1.00 ,2.00 ,6.00 ,10.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,1.00 ,1.00 ,9.70 ,3.52 ,-1.26 ,0.00 ,,,,,,
1.00 ,13.00 ,1.00 ,17.00 ,1.00 ,1.00 ,15.00 ,21.00 ,26.00 ,11.00 ,11.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,29.00 ,1.00 ,5.00 ,10.57 ,0.99 ,3.30 ,0.00 ,,,,,,
1.00 ,14.00 ,2.00 ,2.00 ,1.00 ,1.00 ,13.00 ,21.00 ,2.00 ,2.00 ,4.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,21.00 ,8.00 ,0.00 ,12.20 ,-0.59 ,-3.55 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,12.00 ,1.00 ,1.00 ,2.00 ,5.00 ,3.00 ,3.00 ,5.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,21.00 ,2.00 ,7.00 ,11.78 ,1.64 ,2.70 ,0.00 ,,,,,,
1.00 ,2.00 ,1.00 ,13.00 ,1.00 ,1.00 ,7.00 ,1.00 ,1.00 ,4.00 ,6.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,18.00 ,7.00 ,11.00 ,12.60 ,2.96 ,-1.00 ,1.00 ,,,,,,
1.00 ,4.00 ,1.00 ,14.00 ,1.00 ,1.00 ,12.00 ,2.00 ,13.00 ,11.00 ,10.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,20.00 ,6.00 ,6.00 ,12.35 ,1.50 ,1.98 ,1.00 ,,,,,,
1.00 ,2.00 ,3.00 ,8.00 ,1.00 ,1.00 ,8.00 ,12.00 ,1.00 ,4.00 ,5.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,18.00 ,5.00 ,6.00 ,9.54 ,-0.17 ,-1.56 ,1.00 ,,,,,,
1.00 ,14.00 ,1.00 ,6.00 ,1.00 ,1.00 ,16.00 ,1.00 ,2.00 ,10.00 ,4.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,22.00 ,18.00 ,8.00 ,14.49 ,1.94 ,-1.18 ,1.00 ,,,,,,
